"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 중구청",서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동1가 57-7,생활방범,1,200,회전형,30,2018-02,02-3396-4744,37.55686883,126.9660066,2020-06-25
"서울특별시 중구청",서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,130,회전형,30,2012-07,02-3396-4744,37.55686883,126.9660066,2020-06-25
"서울특별시 중구청",서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,200,회전형,30,2018-02,02-3396-4744,37.55686883,126.9660066,2020-06-25
"서울특별시 중구청",서울특별시 중구 손기정로 101 (만리동2가),서울특별시 중구 만리동2가 6-1,생활방범,1,130,회전형,30,2012-07,02-3396-4744,37.55686883,126.9660066,2020-06-25
"서울특별시 중구청",서울특별시 중구 매봉18길 79 (금호동2가),서울특별시 중구 약수동 333-771,생활방범,1,200,회전형,30,2017-04,02-3396-4744,37.55453372,127.0169896,2020-06-25
"서울특별시 중구청",서울특별시 중구 칠패로 27 (순화동),서울특별시 중구 순화동 9-5,생활방범,1,200,회전형,30,2016-12,02-3396-4744,37.56026537,126.9720353,2020-06-25
"서울특별시 중구청",서울특별시 중구 칠패로 27 (순화동),서울특별시 중구 순화동 9-5,생활방범,1,200,회전형,30,2014-01,02-3396-4744,37.56026537,126.9720353,2020-06-25
"서울특별시 중구청",서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 산55,생활방범,1,200,회전형,30,2017-09,02-3396-4744,37.550378,127.013653,2020-06-25
"서울특별시 중구청",서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 844-10,생활방범,1,200,회전형,30,2017-09,02-3396-4744,37.548794,127.010394,2020-06-25
"서울특별시 중구청",서울특별시 중구 매봉18길 11 (금호동3가),서울특별시 중구 약수동 351-104,생활방범,1,200,회전형,30,2017-09,02-3396-4744,37.544995,127.008171,2020-06-25
"서울특별시 중구청",서울특별시 중구 정동길 21-8,서울특별시 중구 정동 15-1,생활방범,2,200,회전형,30,2014-01,02-3396-4744,37.56773987,126.971341,2020-06-25
"서울특별시 중구청",서울특별시 중구 정동길 21-8,서울특별시 중구 정동 15-1,생활방범,2,200,회전형,30,2014-01,02-3396-4744,37.56773987,126.9713579,2020-06-25
"서울특별시 중구청",서울특별시 중구 통일로 102 옆,서울특별시 중구 의주로1가 44-2,생활방범,2,200,회전형,30,2014-01,02-3396-4744,37.563955,126.968679,2020-06-25
