"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 종로구청",서울특별시 종로구 창신6가길 36,,생활방범,3,200,360도전방면,30,,02-2148-4301,37.575458,127.012668,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 낙산성곽동길 72,,생활방범,3,200,360도전방면,30,,02-2148-4301,37.578781,127.008671,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 사직로9길 15-25,,생활방범,3,200,360도전방면,30,,02-2148-4301,37.576551,126.965679,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 명륜3가 산 2-11,,생활방범,1,200,360도전방면,30,,02-2148-4301,,,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 명륜3가 산 2-11,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.591208,126.989959,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 명륜3가 산 2-11,,생활방범,1,200,360도전방면,30,,02-2148-4301,,126.992858,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 명륜3가 산 2-11,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.592161,126.996075,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 185-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.582144,,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 185-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.582513,126.963871,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 185-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.582416,126.962273,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 185-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.583002,,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 숭인동 58-587,생활방범,1,200,360도전방면,30,,02-2148-4301,37.578101,127.017751,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 숭인동 58-60,생활방범,1,200,360도전방면,30,,02-2148-4301,,127.018381,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 숭인동 58-228,생활방범,1,200,360도전방면,30,,02-2148-4301,37.575513,,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 청운동 3-55,생활방범,1,200,360도전방면,30,,02-2148-4301,37.591294,126.966323,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 청운동 7-6,생활방범,1,200,360도전방면,30,,02-2148-4301,37.589449,,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 평창동 산 6-17,생활방범,1,200,360도전방면,30,,02-2148-4301,37.601845,126.981154,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 누상동 산 1-38,생활방범,1,200,360도전방면,30,,02-2148-4301,37.578896,,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 누상동 산 1-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.579652,126.964202,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 청운동 3-148,생활방범,1,200,360도전방면,30,,02-2148-4301,37.592123,126.967374,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 사직동 산 1-10,생활방범,1,200,360도전방면,30,,02-2148-4301,37.575322,126.963582,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 사직동 산 1-1,생활방범,1,200,360도전방면,30,,02-2148-4301,37.576618,126.9639458335,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 새문안로 55,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.570144,126.9710752204,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 율곡로 283,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.572536,127.008603,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 율곡로 283,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.573057,127.0085128437,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 숭인동 58-228,생활방범,1,200,360도전방면,30,,02-2148-4301,37.575664,127.018135,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 홍파동 2-2,생활방범,1,200,360도전방면,30,,02-2148-4301,37.571806,126.965553,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 송월동 1-2,생활방범,1,200,360도전방면,30,,02-2148-4301,37.571051,126.965933,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 수송동 80-7,생활방범,1,200,360도전방면,30,,02-2148-4301,,126.981121,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 연지동 136-92,생활방범,1,200,360도전방면,30,,02-2148-4301,,127.000968,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 창신길 210-11,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.5795467508,127.0101828842,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 산 3-1,생활방범,1,200,360도전방면,30,,02-2148-4301,,126.961464,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 옥인동 산 3-1,생활방범,1,200,360도전방면,30,,02-2148-4301,37.584089,126.963892,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 청운동 7-3,생활방범,1,200,360도전방면,30,,02-2148-4301,37.590934,126.966281,2020-06-30
"서울특별시 종로구청",서울특별시 종로구 북촌로 134-3,,생활방범,1,200,360도전방면,30,,02-2148-4301,37.588569,126.984083,2020-06-30
"서울특별시 종로구청",,서울특별시 종로구 삼청동 산 2-1,생활방범,1,200,360도전방면,30,,02-2148-4301,37.588912,126.984874,2020-06-30
