X谅钎,Y谅钎,磊摹备,锅掳,1牢 啊备 痢荐,2牢 啊备 痢荐,4牢 啊备 痢荐
127.023136826325,37.5719608097719,吝备,3339,296.0,296.0,151
127.023358247479,37.571907277382,吝备,3339,296.0,296.0,151
127.023365324367,37.5719143127866,吝备,3339,296.0,296.0,151
127.02339167465,37.5719072711939,吝备,3339,296.0,296.0,151
127.023395185609,37.5717974581623,吝备,3339,296.0,296.0,151
127.023396056111,37.5717549403908,吝备,3339,296.0,296.0,151
127.023396929331,37.571721720811794,吝备,3339,296.0,296.0,151
127.023397804528,37.571695258640105,吝备,3339,296.0,296.0,151
127.02339815148301,37.5716817347501,吝备,3339,296.0,296.0,151
127.02339902568998,37.571651893874396,吝备,3339,296.0,296.0,151
127.02340007812799,37.5716121961597,吝备,3339,296.0,296.0,151
127.023402185305,37.571540675362,吝备,3339,296.0,296.0,151
127.02340427769899,37.5714573336067,吝备,3339,296.0,296.0,151
127.023407076553,37.5713511877186,吝备,3339,296.0,296.0,151
127.023410748936,37.571212939471295,吝备,3339,296.0,296.0,151
127.023416171531,37.5709826279596,吝备,3339,296.0,296.0,151
127.023417732945,37.570902944305296,吝备,3339,296.0,296.0,151
127.02341913091,37.5708449384481,吝备,3339,296.0,296.0,151
127.02342316349501,37.570699941722395,吝备,3339,296.0,296.0,151
127.023424908895,37.5706301148375,吝备,3339,296.0,296.0,151
127.023428401087,37.5704952453107,吝备,3339,296.0,296.0,151
127.023430513402,37.5704414649501,吝备,3339,296.0,296.0,151
127.023433671584,37.570364321777795,吝备,3339,296.0,296.0,151
127.023436830171,37.5702885841455,吝备,3339,296.0,296.0,151
127.023438238258,37.5702652122568,吝备,3339,296.0,296.0,151
127.02344124775401,37.5702601391359,吝备,3339,296.0,296.0,151
127.02345104448601,37.56989242610409,吝备,3338,422.0,422.0,218
127.023460125936,37.5695176674546,吝备,3338,422.0,422.0,218
127.023465239157,37.569429820167706,吝备,3338,422.0,422.0,218
127.02346749725001,37.5692943922289,吝备,3338,422.0,422.0,218
127.02347784052799,37.568977071299706,吝备,3338,422.0,422.0,218
127.02348061281602,37.5687811058595,吝备,3338,422.0,422.0,218
127.023491301159,37.5684443595311,吝备,3338,422.0,422.0,218
127.023497747781,37.5681180293965,吝备,3338,422.0,422.0,218
127.023500182663,37.5679682396404,吝备,3338,422.0,422.0,218
127.02350140321,37.567923189998005,吝备,3338,422.0,422.0,218
127.023503684611,37.567867445426394,吝备,3338,422.0,422.0,218
127.023507368067,37.567768047708796,吝备,3338,422.0,422.0,218
127.023508769961,37.56772384496,吝备,3338,422.0,422.0,218
127.02350982468599,37.5676923101717,吝备,3338,422.0,422.0,218
127.02351017326099,37.5676844264588,吝备,3338,422.0,422.0,218
127.023510701698,37.567672317077,吝备,3338,422.0,422.0,218
127.023512287675,37.5676382504122,吝备,3338,422.0,422.0,218
127.023519308197,37.5674549520314,吝备,3338,422.0,422.0,218
127.023526156861,37.5673031972806,吝备,3338,422.0,422.0,218
127.02353054002,37.56715847069479,吝备,3338,422.0,422.0,218
127.023534374051,37.5669940395903,吝备,3338,422.0,422.0,218
127.02353594633,37.5669135179589,吝备,3338,422.0,422.0,218
127.023531344362,37.56689155271821,吝备,3338,422.0,422.0,218
127.023530809224,37.5668808580849,吝备,3338,422.0,422.0,218
127.023531336907,37.5668662169239,吝备,3338,422.0,422.0,218
127.02353186301599,37.5668462238917,吝备,3338,422.0,422.0,218
127.02353203114299,37.5668405926824,吝备,3338,422.0,422.0,218
127.023532561064,37.5668335558636,吝备,3338,422.0,422.0,218
127.02353362107,37.5668200408389,吝备,3338,422.0,422.0,218
127.023537120183,37.5667099484035,吝备,3338,422.0,422.0,218
127.02354224986601,37.566678971462295,吝备,3338,422.0,422.0,218
127.023554077205,37.566637298537394,吝备,3338,422.0,422.0,218
127.02355620276,37.5666291351848,吝备,3338,422.0,422.0,218
127.023557237628,37.5665303145716,吝备,3338,422.0,422.0,218
127.023559501439,37.56641514979521,吝备,3338,422.0,422.0,218
127.023561769395,37.5663140764768,吝备,3338,422.0,422.0,218
127.023562643305,37.56628365894,吝备,3338,422.0,422.0,218
127.02356351365201,37.5662411501372,吝备,3338,422.0,422.0,218
127.02356351099701,37.566232140252,吝备,3338,422.0,422.0,218
127.023562969468,37.5661997588239,吝备,3338,422.0,422.0,218
127.023563972542,37.5659930898745,吝备,3338,422.0,422.0,218
127.023570108343,37.5658044487419,吝备,3338,422.0,422.0,218
127.023570456321,37.5657945918613,吝备,3337,283.0,285.0,162
127.023574321272,37.565697176247504,吝备,3337,283.0,285.0,162
127.023577466568,37.5655775063464,吝备,3337,283.0,285.0,162
127.023578334988,37.5655285194302,吝备,3337,283.0,285.0,162
127.023579381765,37.565470234277,吝备,3337,283.0,285.0,162
127.02358112125401,37.5653812613188,吝备,3337,283.0,285.0,162
127.023583035527,37.565270889844605,吝备,3337,283.0,285.0,162
127.02358461053998,37.5651999366886,吝备,3337,283.0,285.0,162
127.02358460439699,37.565179105830396,吝备,3337,283.0,285.0,162
127.02538585171,37.5651027300319,吝备,3412,97.0,99.5,72
127.02613552412501,37.565070482892295,吝备,3412,97.0,99.5,72
127.02639832866801,37.565057471589,吝备,3412,97.0,99.5,72
127.02673610758,37.5650427588627,吝备,3412,97.0,99.5,72
127.02678580720399,37.5650404957656,吝备,3412,97.0,99.5,72
127.02676172695499,37.5649574387633,吝备,3412,97.0,99.5,72
127.02675888921101,37.5649335091086,吝备,3412,97.0,99.5,72
127.02670120362801,37.5648496213519,吝备,3412,97.0,99.5,72
127.026664761048,37.5647927496973,吝备,3412,97.0,99.5,72
127.026732483062,37.5647665525207,吝备,3412,97.0,99.5,72
127.02671017246,37.5646947574861,吝备,3412,97.0,99.5,72
127.02668007738701,37.5645973489937,吝备,3412,97.0,99.5,72
127.026673153102,37.564504431492,吝备,3412,97.0,99.5,72
127.02675146339001,37.5644278307316,吝备,3412,97.0,99.5,72
127.026746147108,37.5643709614518,吝备,3412,97.0,99.5,72
127.026765402908,37.56431239306061,吝备,3412,97.0,99.5,72
127.026788363183,37.5642301729152,吝备,3412,97.0,99.5,72
127.026797023409,37.5642011682296,吝备,3412,97.0,99.5,72
127.02674342107099,37.5641747086401,吝备,3412,97.0,99.5,72
127.02671388629601,37.5641609208065,吝备,3412,97.0,99.5,72
127.02669760774401,37.5641536082493,吝备,3412,97.0,99.5,72
127.02669284177601,37.564151068476896,吝备,3412,97.0,99.5,72
127.02669742166799,37.5641051801364,吝备,3412,97.0,99.5,72
127.026701633997,37.564009728474396,吝备,3412,97.0,99.5,72
127.026736614048,37.563926100227796,吝备,3412,97.0,99.5,72
127.02674951766001,37.563893995236,吝备,3412,97.0,99.5,72
127.02671502074101,37.563866126005294,吝备,3412,97.0,99.5,72
127.026704061576,37.56385768607721,吝备,3412,97.0,99.5,72
127.02669786665199,37.5638467043434,吝备,3412,97.0,99.5,72
127.026689723337,37.5638309387735,吝备,3412,97.0,99.5,72
127.02664831571998,37.5637501378958,吝备,3412,97.0,99.5,72
127.026648296431,37.5636927088644,吝备,3412,97.0,99.5,72
127.026645280133,37.56367609527,吝备,3412,97.0,99.5,72
127.026611822077,37.563573047267795,吝备,3412,97.0,99.5,72
127.026592536907,37.5635437692232,吝备,3412,97.0,99.5,72
127.026561206845,37.5634745168493,吝备,3412,97.0,99.5,72
127.026512886567,37.5633675346448,吝备,3412,97.0,99.5,72
127.026421777628,37.5632450734498,吝备,3412,97.0,99.5,72
127.026309429414,37.563103758942596,吝备,3412,97.0,99.5,72
127.026224855555,37.5629925585809,吝备,3412,97.0,99.5,72
127.026144177598,37.562887835455605,吝备,3412,97.0,99.5,72
127.026042267435,37.562751014443606,吝备,3412,97.0,99.5,72
127.025989365096,37.5626806401507,吝备,3412,97.0,99.5,72
127.025948499201,37.5626254630299,吝备,3412,97.0,99.5,72
127.025943188881,37.5626192653234,吝备,3412,97.0,99.5,72
127.025928323876,37.562606879797,吝备,3412,97.0,99.5,72
127.025757633693,37.562506679920396,吝备,3412,97.0,99.5,72
127.025699615341,37.5624695260146,吝备,3412,97.0,99.5,72
127.02565681202101,37.5624422257918,吝备,3412,97.0,99.5,72
127.025632755641,37.5624267427039,吝备,3412,97.0,99.5,72
127.025583941089,37.5623955063594,吝备,3412,97.0,99.5,72
127.025546616354,37.56236960151279,吝备,3412,97.0,99.5,72
127.02551901685601,37.562352434272704,吝备,3412,97.0,99.5,72
127.02542014279,37.5622893850875,吝备,3412,97.0,99.5,72
127.025408641352,37.562282909303,吝备,3412,97.0,99.5,72
127.025280058274,37.5622238123397,吝备,3412,97.0,99.5,72
127.025018103601,37.562100825681604,吝备,3412,97.0,99.5,72
127.024802142943,37.5620009127226,吝备,3337,283.0,285.0,162
127.024753501584,37.5619786768806,吝备,3337,283.0,285.0,162
127.024703626308,37.5619556033408,吝备,3337,283.0,285.0,162
127.024635356425,37.5619243614103,吝备,3337,283.0,285.0,162
127.02454674481599,37.5618835549036,吝备,3337,283.0,285.0,162
127.02451844555401,37.5618714511241,吝备,3337,283.0,285.0,162
127.024512604142,37.561867505929,吝备,3337,283.0,285.0,162
127.02449492198299,37.5618573822521,吝备,3337,283.0,285.0,162
127.024456880962,37.5618188092891,吝备,3337,283.0,285.0,162
127.024392842808,37.5617456163359,吝备,3337,283.0,285.0,162
127.02423008726002,37.5615595394104,吝备,3336,45.0,45.5,38
127.024199483587,37.5615243526515,吝备,3336,45.0,45.5,38
127.02404046592599,37.5614199223908,吝备,3336,45.0,45.5,38
127.023948659135,37.56136447496471,吝备,3336,45.0,45.5,38
127.023894892542,37.5613084526405,吝备,3336,45.0,45.5,38
127.023788216341,37.5611848660819,吝备,3336,45.0,45.5,38
127.02373160631399,37.5611192757109,吝备,3336,45.0,45.5,38
127.023489951753,37.5608433929295,吝备,3336,45.0,45.5,38
127.02342679851601,37.560771325512,吝备,3336,45.0,45.5,38
127.023399907036,37.5607333177553,吝备,3336,45.0,45.5,38
127.023389651821,37.5607296616384,吝备,3336,45.0,45.5,38
