표찰번호,지번주소,설치일자,X좌표,Y좌표
가족공원길39,대방동 466-39,20160823,126.92368035367957,37.505823561788006
가족공원길40,대방동 466-56,20160823,126.9241188512806,37.50558507794324
가족공원길41,대방동 466-56,20160823,126.92405394774289,37.50545889552277
가족공원길42,대방동 466-56,20160823,126.92389012064139,37.505296609164226
가족공원길43,대방동 466-40,20160823,126.92366978689604,37.50509374084387
가족공원길44,대방동 466-43,20160823,126.92323194347735,37.504694762325215
가족공원길45,대방동 466-43,20160823,126.92304834414536,37.50451669433729
가족공원길46,대방동 466-43,20160823,126.92287039585386,37.50434313477515
가족공원길47,대방동 466-43,20160823,126.92274044911158,37.50423267671336
구릉길01,대방동 407-28,20161215,126.92559084395599,37.49901025039379
구릉길02,대방동 407-28,20161215,126.92525169212288,37.49889741052413
구릉길03,대방동 407-28,20161215,126.92480656564522,37.49874057822479
구릉길04,대방동 407-28,20161215,126.9244631743011,37.49862885964638
구릉길05,대방동 408-2,20161215,126.92412827578349,37.4985070092038
구릉길06,대방동 407-9,20161215,126.92200142721206,37.49792334884692
구릉길07,대방동 407-47,20161215,126.92185155489017,37.49795478501648
구릉길08,대방동 407-9,20161215,126.92156874929075,37.49804019318695
구릉길09,대방동 408-3,20161215,126.92137925609646,37.498109895208394
구릉길10,대방동 407-8,20161215,126.92096842736087,37.49828306476959
구릉길11,대방동 408-3,20161215,126.9207655134315,37.49834374676241
구릉길12,신대방동 362-39,20161215,126.92053936565658,37.49831881719622
국사봉길01,신대방동 720-2,20161216,126.92781589891038,37.49602479499344
국사봉길02,신대방동 720,20161216,126.92805410055861,37.49600466765186
국사봉길03,신대방동 720,20161216,126.92827960065254,37.4959631332138
국사봉길04,신대방동 720,20161216,126.92845759212022,37.49608375076341
국사봉길05,신대방동 720,20161216,126.92865261637676,37.49613117155012
국사봉길06,신대방동 720,20161216,126.92885622259284,37.496072728915045
국사봉길07,신대방동 720,20161216,126.92909092859095,37.49601205208299
국사봉길08,신대방동 720,20161216,126.9293369393694,37.49595476032091
국사봉길09,신대방동 720-2,20161216,126.9293603901262,37.49581962335917
국사봉길10,신대방동 720-2,20161216,126.92935984778336,37.49564505300627
국사봉길11,신대방동 720-2,20161216,126.92935363008908,37.49549300442044
국사봉길12,신대방동 720-2,20161216,126.92935448325903,37.495337581283906
국사봉길13,신대방동 720-2,20161216,126.92945500500674,37.49516645008447
국사봉길14,신대방동 720-2,20161216,126.92945931232718,37.49509549837949
국사봉길15,신대방동 720,20161216,126.92928561631945,37.4949174457121
글벗길01,상도동 65-244,20160823,126.94372446293543,37.49419156123445
글벗길02,상도동 214-437,20160823,126.9437303214576,37.49391900943138
글벗길03,상도동 214-437,20160823,126.94371917230153,37.493707267485384
글벗길04,상도동 214-437,20160823,126.94373633876955,37.49343472104607
글벗길05,상도동 65-244,20160823,126.94371393244304,37.49315539819145
글벗길d1,상도동 65-202,20160823,126.94375116800859,37.492508943325774
글벗길d2,상도동 524,20160823,126.94370016612524,37.49266434276453
글벗길d3,상도동 65-202,20160823,126.94368308596085,37.49282201087003
기상청길01,신대방동 470-9,20160817,126.91441000954866,37.49637016388007
기상청길02,신대방동 470-9,20160817,126.91444983562886,37.49615395118303
기상청길03,신대방동 470-10,20160817,126.91448686007757,37.49591521127445
기상청길04,신대방동 470-8,20160817,126.91454651885007,37.49566072010473
기상청길05,신대방동 470-10,20160817,126.91461461994151,37.49544002274193
기상청길06,신대방동 470-10,20160817,126.91474786328717,37.495113504082134
기상청길07,신대방동 470-16,20160817,126.91473982512478,37.494723812908695
기상청길08,신대방동 711,20160817,126.91477966216808,37.49449633746324
기상청길09,신대방동 711,20160817,126.91482234645484,37.494250843913456
기상청길10,신대방동 711,20160817,126.91484800190129,37.494063903505676
기상청길11,신대방동 460-30,20160817,126.91489921273272,37.49377787074865
기상청길12,신대방동 460-30,20160817,126.9151877274926,37.493636169649825
기상청길13,신대방동 460-30,20160817,126.91544216488965,37.49362959448469
기상청길14,신대방동 460-30,20160817,126.91560896533414,37.49362295620213
기상청길15,신대방동 460-30,20160817,126.91574183672678,37.493620798524674
기상청길16,신대방동 460-30,20160817,126.91592276453468,37.49362092742528
기상청길17,신대방동 460-37,20160817,126.91617155537773,37.49360758911916
기상청길18,신대방동 460-37,20160817,126.91642584702042,37.49373165772422
기상청길19,신대방동 460-37,20160817,126.91644537003826,37.49397043833961
기상청길20,신대방동 460-37,20160817,126.91645364030302,37.49415965561288
기상청길21,신대방동 479-6,20160817,126.9164958700127,37.49431736165198
기상청길22,신대방동 460-37,20160817,126.91676444222699,37.494313046147845
기상청길23,신대방동 460-37,20160817,126.91699343359643,37.49431095474641
기상청길24,신대방동 460-37,20160817,126.91720263081946,37.494313354063856
기상청길25,신대방동 460-37,20160817,126.9175418785582,37.494309086303915
기상청길26,신대방동 460-37,20160817,126.91786698867885,37.494307060258706
기상청길27,신대방동 460-37,20160817,126.91815252292038,37.49430275339007
기상청길28,신대방동 395,20160817,126.91847753261739,37.49439307878712
남부순환로01,사당동 1043-15,20160831,126.98122153863588,37.47713432039326
남부순환로02,사당동 1043-16,20160831,126.98097003719184,37.47695182570664
남부순환로03,사당동 1129,20160831,126.98069026462758,37.47680311372472
남부순환로04,사당동 1129,20160831,126.98048676157081,37.47682110048558
남부순환로05,사당동 1129,20160831,126.98023803831417,37.476832321769066
남부순환로06,사당동 1107,20160831,126.97994126612906,37.476845786905976
남부순환로07,사당동 1044-33,20160831,126.97963036383007,37.476852491289996
남부순환로08,사당동 1044-26,20160831,126.97931946271731,37.47685468980791
남부순환로09,사당동 1044-14,20160831,126.97903965100857,37.47685914555099
남부순환로10,사당동 1044-13,20160831,126.9787881042254,37.47685910066075
남부순환로11,사당동 1044-4,20160831,126.97853655679861,37.47686130775898
남부순환로12,사당동 1106,20160831,126.9783274061858,37.47685901705751
남부순환로13,사당동 1045-17,20160831,126.97823978942057,37.47685674843021
남부순환로14,사당동 1045-10,20160831,126.97789780217995,37.47684542233372
남부순환로15,사당동 1046-13,20160831,126.97755581436941,37.4768363477714
남부순환로16,사당동 1046-11,20160831,126.97727883649558,37.476816022117575
남부순환로17,사당동 1046-8,20160831,126.97710077951767,37.476802472599246
남부순환로18,사당동 1047-45,20160831,126.97673195130214,37.47676185510964
남부순환로19,사당동 1047-43,20160831,126.97648182226658,37.47674829044387
남부순환로20,사당동 1047-34,20160831,126.97621615403263,37.476716701928474
남부순환로21,사당동 1047-32,20160831,126.97595472267848,37.476694123774585
남부순환로22,사당동 1047-25,20160831,126.97566927361873,37.476652393643455
남부순환로23,사당동 1048-38,20160831,126.97539936505156,37.476625307466335
남부순환로24,사당동 1048-36,20160831,126.97507717727657,37.47657343189074
남부순환로25,사당동 1048-35,20160831,126.97481010085661,37.47653057729504
남부순환로26,사당동 1129,20160831,126.97448933319877,37.476460680224555
남부순환로27,사당동 1049-15,20160831,126.97390996797828,37.47635355881515
남부순환로28,사당동 1049-11,20160831,126.9736499659954,37.47629043043886
남부순환로29,사당동 1049-9,20160831,126.97334191739486,37.47622503813536
남부순환로30,사당동 1049-4,20160831,126.97308756659649,37.476168667368235
남부순환로31,사당동 1049-2,20160831,126.97281908855898,37.47610103018226
남부순환로32,사당동 1051-44,20160831,126.97254212952205,37.476040147988264
남부순환로33,사당동 1051-25,20160831,126.97228212894531,37.47597926912387
남부순환로34,사당동 1051-23,20160831,126.9720221287907,37.47591838968691
남부순환로35,사당동 1051-8,20160831,126.97173669462874,37.47585074602287
남부순환로36,사당동 1052-4,20160831,126.97139191067653,37.47577632974059
남부순환로37,사당동 55-2,20160831,126.971148869033,37.475717705009444
남부순환로38,사당동 55-2,20160831,126.97089169528095,37.47566132882184
남부순환로39,사당동 55-2,20160831,126.97067974041069,37.47561172087705
남부순환로40,사당동 55-2,20161213,126.9705440902542,37.475577899270284
남부순환로41, ,20161213,126.97035756292597,37.47555307485344
남성시장01,사당동 1136-4,20161215,126.97846532567425,37.488702802186246
남성시장02,사당동 1136-4,20161215,126.97825046295504,37.48878835857101
남성시장03,사당동 1136-4,20161215,126.9780101570367,37.48887841486985
남성시장04,사당동 1136-2,20161215,126.97780657460322,37.48905182080307
남성시장05,사당동 1136-4,20161215,126.97762419248481,37.48922523039737
남성시장06,사당동 1136-4,20161215,126.97743052723548,37.48931529433454
남성시장07,사당동 105-6,20161215,126.97722837552811,37.48942337647188
남성시장08,사당동 105-7,20161215,126.97704741251984,37.489570881466726
남성시장09,사당동 105-6,20161215,126.97681555918481,37.48973864887762
남성시장10,사당동 105-6,20161215,126.97665579815019,37.489879399865856
노들로1-1,대방동 82-2,20181216,126.93010281133252,37.51443933671366
노들로1-10,노량진동 19-23,20181216,126.93416887668364,37.51476828672738
노들로1-11,노량진동 19-4,20181216,126.93459300082497,37.51482033006058
노들로1-12,노량진동 19-4,20181216,126.93489837166852,37.51485653891297
노들로1-13,노량진동 19-4,20181216,126.93522637105218,37.514886001859416
노들로1-14,노량진동 13-4,20181216,126.93547519031898,37.51491767317615
노들로1-15,대방동 82-3,20181224,126.93010820012381,37.514725408583835
노들로1-16,대방동 82-3,20181224,126.9306624102076,37.514766280386304
노들로1-17,대방동 78-4,20181224,126.93094799471552,37.51479122528831
노들로1-18,대방동 78-4,20181224,126.93136365602872,37.51481849766697
노들로1-19,대방동 78-4,20181224,126.93178496504275,37.51485478188157
노들로1-2,대방동 82-2,20181216,126.93058350524356,37.51447115532307
노들로1-20,대방동 78-4,20181224,126.93217517885729,37.5148797841959
노들로1-21,노량진동 19-3,20181224,126.93256255905282,37.514911541130935
노들로1-22,노량진동 19-1,20181224,126.93298670100742,37.51494331765796
노들로1-23,노량진동 19-1,20181224,126.9334278081438,37.514977354734135
노들로1-24,노량진동 13-4,20181216,126.93568441669436,37.51495382743502
노들로1-25,노량진동 13-4,20181216,126.9358823359097,37.514985470167304
노들로1-26,노량진동 13-4,20181216,126.93612549825576,37.51501938955213
노들로1-27,노량진동 13-4,20181216,126.93636300138421,37.51505781040579
노들로1-28,노량진동 13-4,20181216,126.93658353218966,37.51510297919807
노들로1-29,노량진동 13-4,20181216,126.93692848501324,37.515150466591734
노들로1-3,대방동 78-2,20181216,126.93113205192898,37.51451877912259
노들로1-30,노량진동 13-4,20181216,126.93717447995917,37.515179880310676
노들로1-31,노량진동 13-4,20181216,126.93749399070945,37.5152183424806
노들로1-32,노량진동 13-4,20181216,126.93775129735763,37.51524776098358
노들로1-33,노량진동 13-4,20181216,126.9379520497716,37.515274896721664
노들로1-34,노량진동 13-4,20181216,126.93816976551096,37.51530654601775
노들로1-35,노량진동 13-4,20181216,126.93843553582724,37.51536074506029
노들로1-36,노량진동 13-4,20181216,126.93867021709491,37.51539465478428
노들로1-37,노량진동 13-4,20181216,126.93891055238121,37.51543081947534
노들로1-4,대방동 78-2,20181216,126.93164950597396,37.514552867330295
노들로1-5,대방동 79-5,20181216,126.93204819336678,37.51458688500516
노들로1-6,대방동 78-6,20181216,126.93235356811912,37.51461634291159
노들로1-7,노량진동 14-37,20181216,126.93272964193083,37.51464133529582
노들로1-8,노량진동 19-23,20181216,126.9332046786698,37.51467764503444
노들로1-9,노량진동 19-23,20181216,126.93364861413064,37.51470943037707
노들로2-1,노량진동 13-4,20181224,126.93630921180016,37.515129861707365
노들로2-10,노량진동 320-1,20181224,126.93889061804559,37.515601999851306
노들로2-11,노량진동 319,20181224,126.93930907630683,37.51567654840443
노들로2-12,노량진동 319,20181224,126.93957767477859,37.51573299883655
노들로2-13,노량진동 319,20181224,126.94024493905715,37.51586398381185
노들로2-14,노량진동 319,20181224,126.94048810087382,37.51590465173869
노들로2-15,노량진동 319,20181224,126.9407934612087,37.51596337042997
노들로2-16,노량진동 319,20181224,126.94120344869333,37.51602664547779
노들로2-17,노량진동 319,20181224,126.9416445431776,37.51608993447476
노들로2-18,노량진동 319,20181224,126.94208564711252,37.51614195928448
노들로2-19,노량진동 319,20181224,126.9423062001775,37.51616684481763
노들로2-2,노량진동 13-4,20181224,126.93656650623667,37.515172797839824
노들로2-20,노량진동 319,20181224,126.94262004828913,37.516223310421715
노들로2-21,노량진동 13-4,20181224,126.94300742619658,37.516273053167374
노들로2-22,노량진동 13-4,20181224,126.94344003839705,37.51633858387316
노들로2-23,노량진동 13-4,20181224,126.94388396110105,37.516406370876844
노들로2-24,노량진동 13-4,20181224,126.9443137520023,37.51646513951491
노들로2-25,노량진동 13-4,20181224,126.94467851105652,37.516512613603965
노들로2-26,노량진동 13-4,20181224,126.94512243921622,37.51657589093681
노들로2-27,노량진동 316,20181224,126.94564543567151,37.516794626110716
노들로2-28,노량진동 316,20181224,126.94520997620854,37.516749374743185
노들로2-29,노량진동 316,20181224,126.9448480418749,37.516704156124454
노들로2-3,노량진동 13-4,20181224,126.93679552854057,37.515208960759026
노들로2-30,노량진동 321,20181224,126.94441541630246,37.5166521456244
노들로2-31,노량진동 321,20181224,126.94403369122614,37.51660241017734
노들로2-32,노량진동 321,20181224,126.94361238165335,37.51654589707934
노들로2-33,노량진동 321,20181224,126.94323913953244,37.516498415622046
노들로2-34,노량진동 321,20181224,126.94282065385042,37.516448658582604
노들로2-35,노량진동 319,20181224,126.9423795510605,37.516392131502755
노들로2-36,노량진동 319,20181224,126.94196672749051,37.51633561667306
노들로2-37,노량진동 319,20181224,126.94129942952621,37.51623842904789
노들로2-38,노량진동 319,20181224,126.940880964362,37.51616614005683
노들로2-39,노량진동 319,20181224,126.94048794167774,37.51610512494871
노들로2-4,노량진동 13-4,20181224,126.93700757850324,37.515251871711136
노들로2-40,노량진동 319,20181224,126.9400807912202,37.51603058631313
노들로2-41,노량진동 319,20181224,126.93954075122885,37.515933453237615
노들로2-42,노량진동 320-1,20181224,126.93922691579513,37.51586571691183
노들로2-43,노량진동 320-1,20181224,126.93896961928234,37.515820534068204
노들로2-44,노량진동 320-1,20181224,126.93881694190259,37.515788919955874
노들로2-45,노량진동 320-1,20181224,126.93860206708355,37.5157392532598
노들로2-46,노량진동 320-1,20181224,126.93924664674591,37.51594456487383
노들로2-47,노량진동 319,20181224,126.93954350820166,37.516021302495076
노들로2-48,노량진동 319,20181224,126.93986582268924,37.51609579982185
노들로2-49,노량진동 319,20181224,126.94019663394788,37.516154533008994
노들로2-5,노량진동 13-4,20181224,126.93721963248308,37.51529027726622
노들로2-50,노량진동 319,20181224,126.94052745287642,37.51620425523788
노들로2-51,노량진동 319,20181224,126.94086110009724,37.516253977956076
노들로2-52,노량진동 319,20181224,126.94124846992447,37.51631273650096
노들로2-53,노량진동 319,20181224,126.94156232311563,37.51636244739037
노들로2-54,노량진동 321,20181224,126.94189031252166,37.51641666941854
노들로2-55,노량진동 321,20181224,126.94221266405186,37.51644836269017
노들로2-56,노량진동 321,20181224,126.94274991606343,37.516502684526635
노들로2-57,노량진동 321,20181224,126.94302985723766,37.51652534496915
노들로2-58,노량진동 321,20181224,126.9433465556967,37.51655477991049
노들로2-59,노량진동 321,20181224,126.94369435414783,37.51659323886694
노들로2-6,노량진동 13-4,20181224,126.93742885698316,37.5153309334507
노들로2-60,노량진동 321,20181224,126.94392904672344,37.5166203806167
노들로2-61,노량진동 321,20181224,126.94430228821748,37.51667011240163
노들로2-62,노량진동 316,20181224,126.94458787123902,37.51671304438945
노들로2-63,노량진동 316,20181224,126.94491304809757,37.51675148914194
노들로2-64,노량진동 316,20181224,126.9453117434019,37.51679897709626
노들로2-7,노량진동 13-4,20181224,126.9376465670407,37.51536934123509
노들로2-8,노량진동 13-4,20181224,126.93801977761727,37.515443870463
노들로2-9,노량진동 13-4,20181224,126.93840430763985,37.51550939437829
노들로3-1,노량진동 13-4,20181224,126.93922156884417,37.51548504014105
노들로3-10,노량진동 13-8,20181224,126.9429821246181,37.51607707268713
노들로3-11,노량진동 13-4,20181224,126.94337230943461,37.5161538456984
노들로3-12,노량진동 13-4,20181224,126.9436889912269,37.51620355229453
노들로3-13,노량진동 13-4,20181224,126.94402263718875,37.51625777109988
노들로3-14,노량진동 13-4,20181224,126.94472103200147,37.51637297796906
노들로3-15,노량진동 2-3,20181224,126.94511688906321,37.516431727798924
노들로3-16,노량진동 1-6,20181224,126.94536288488092,37.516470134495776
노들로3-17,노량진동 2-3,20181224,126.94556929415624,37.51650401742667
노들로3-18,노량진동 13-4,20181224,126.94579549703083,37.51654016159066
노들로3-19,노량진동 13-4,20181224,126.94592556898375,37.516553736263226
노들로3-2,노량진동 13-4,20181224,126.93945060794931,37.515503177847265
노들로3-20,노량진동 13-4,20181224,126.94635821277853,37.51658096364541
노들로3-3,노량진동 13-4,20181224,126.93967679939771,37.51554609125459
노들로3-4,노량진동 13-4,20181224,126.94018008758394,37.515627437543095
노들로3-5,노량진동 13-4,20181224,126.94053069005034,37.5156884323293
노들로3-6,노량진동 13-4,20181224,126.94152030427135,37.51585110708481
노들로3-7,노량진동 13-4,20181224,126.94196139450291,37.51591889991588
노들로3-8,노량진동 13-4,20181224,126.94229786404875,37.51597537749135
노들로3-9,노량진동 13-4,20181224,126.94269936417713,37.516045400727144
노들로4-1,본동 258-65,20181216,126.95166083377596,37.51490682291584
노들로4-10,본동 258-150,20181216,126.95360741243631,37.51435179678656
노들로4-11,본동 258-150,20181216,126.95390437930687,37.51427082270472
노들로4-12,본동 258-150,20181216,126.95414760954634,37.514203342085146
노들로4-13,본동 258-150,20181216,126.95443043501525,37.51412461369764
노들로4-14,본동 258-150,20181216,126.9546878099659,37.51404587487111
노들로4-15,본동 258-150,20181216,126.95498760357866,37.51396264663557
노들로4-16,본동 258-49,20181216,126.95525347278214,37.51386363722222
노들로4-17,본동 258-49,20181216,126.95548543225882,37.51372406925614
노들로4-2,본동 258-65,20181216,126.95177195798769,37.51470020059937
노들로4-3,본동 258-18,20181216,126.95192452448592,37.514909746173636
노들로4-4,본동 258-1,20181216,126.95209714565837,37.51471384798546
노들로4-5,본동 258-150,20181216,126.95223852677127,37.51472742029558
노들로4-6,본동 258-150,20181216,126.9524506585591,37.51465317306898
노들로4-7,본동 258-150,20181216,126.95271085808372,37.51458570224307
노들로4-8,본동 258-150,20181216,126.95304458666294,37.51450699754835
노들로4-9,본동 258-150,20181216,126.9533019601694,37.51443501927566
노들로5-1,본동 477-1,20181216,126.95323105612884,37.51477061514308
노들로5-10,본동 477-1,20181216,126.95035173095527,37.51571774636503
노들로5-11,본동 477-1,20181216,126.94993592976085,37.51588200401755
노들로5-12,본동 478,20181216,126.94951729283096,37.51605526902503
노들로5-13,본동 478,20181216,126.94914390876255,37.51621503698269
노들로5-14,노량진동 318,20181216,126.94887801547519,37.516325295133555
노들로5-15,노량진동 316,20181216,126.94854424040939,37.51645354320122
노들로5-16,노량진동 316,20181216,126.9482161230446,37.51657728778568
노들로5-17,노량진동 316,20181216,126.94795873574266,37.516651507449204
노들로5-18,노량진동 316,20181216,126.94776357991766,37.516698723984994
노들로5-19,노량진동 316,20181216,126.9475542860685,37.51674368141243
노들로5-2,본동 477-1,20181216,126.95291711409285,37.51486059079689
노들로5-20,노량진동 316,20181216,126.94729973967106,37.51679762832107
노들로5-21,노량진동 316,20181216,126.94707632180272,37.51682005351165
노들로5-22,노량진동 316,20181216,126.9468585563558,37.516846985840004
노들로5-23,노량진동 316,20181216,126.94665776121417,37.51686942041473
노들로5-24,노량진동 316,20181216,126.94649655943931,37.5168873675724
노들로5-25,노량진동 316,20181216,126.94624977593953,37.516958772674236
노들로5-26,노량진동 316,20181216,126.9460348474066,37.51697218972263
노들로5-27,노량진동 316,20181216,126.94580579242893,37.51696757983063
노들로5-28,노량진동 13-4,20181216,126.9464501191865,37.516579879094586
노들로5-29,노량진동 13-4,20181216,126.94667352530483,37.516573222643196
노들로5-3,본동 477-1,20181216,126.95260317985102,37.51493705056141
노들로5-30,노량진동 1-5,20181216,126.94726742755921,37.516501409005514
노들로5-31,노량진동 13-4,20181216,126.94832383352474,37.516212428532164
노들로5-32,노량진동 13-4,20181216,126.9486632635848,37.51608418353984
노들로5-33,노량진동 13-4,20181216,126.94887824134828,37.51599417642259
노들로5-34,본동 475-1,20181216,126.94905645056015,37.515913163095874
노들로5-35,본동 475-1,20181216,126.94927991544352,37.515816401377755
노들로5-36,본동 482,20181216,126.94980037457068,37.51561164539545
노들로5-37,본동 482,20181216,126.95056124315572,37.51533490768755
노들로5-38,본동 260-2,20181216,126.95106754609746,37.515145907741996
노들로5-39,본동 260-2,20181216,126.95141829246404,37.5149951344003
노들로5-4,본동 477-1,20181216,126.95228923636564,37.515027024542846
노들로5-5,본동 477-1,20181216,126.95198094197377,37.51512601002227
노들로5-6,본동 477-1,20181216,126.95172356482804,37.51519798540553
노들로5-7,본동 477-1,20181216,126.95136435513444,37.51531722103451
노들로5-8,본동 477-1,20181216,126.95111261474886,37.51541622751521
노들로5-9,본동 477-1,20181216,126.95082976023767,37.51552648305498
노들로6-1,노량진동 320-1,20181224,126.93863588856754,37.51587667388077
노들로6-10,노량진동 320-1,20181224,126.93572657294757,37.51525793911991
노들로6-11,노량진동 320-1,20181224,126.93529680935945,37.51518337167925
노들로6-12,노량진동 320-1,20181224,126.93487267875667,37.51513583589019
노들로6-13,노량진동 320-1,20181224,126.93454468628943,37.51509736192966
노들로6-14,노량진동 320-1,20181224,126.93419406972921,37.51506112696503
노들로6-15,노량진동 19-1,20181224,126.93376711869057,37.51500682810677
노들로6-2,노량진동 320-1,20181224,126.93838426656673,37.5158089676209
노들로6-3,노량진동 320-1,20181224,126.93805065277115,37.51572319777808
노들로6-4,노량진동 320-1,20181224,126.9377679350452,37.51564421134575
노들로6-5,노량진동 320-1,20181224,126.93738625529985,37.515551656762994
노들로6-6,노량진동 320-1,20181224,126.93703848576103,37.51548840164399
노들로6-7,노량진동 320-1,20181224,126.93670202809308,37.51542515156316
노들로6-8,노량진동 320-1,20181224,126.93635708945258,37.515359643444945
노들로6-9,노량진동 320-1,20181224,126.93600648039823,37.515312151319684
노량진로 06-버스-1,노량진동 40-12,20200702,126.93797908454068,37.51336027784815
노량진로 06-버스-2,노량진동 40-12,20200702,126.93822649811005,37.5133773013237
노량진로 06-버스-3,노량진동 40-12,20200702,126.93842442904697,37.51339091973102
노량진로 06-버스-4,노량진동 40-12,20200702,126.938702942484,37.51341471594655
노량진로 15-12(신),노량진동 40-12,20200702,126.93902796639283,37.51361986256267
노량진로1-1,대방동 466-1,20200701,126.9256714019827,37.5124314471249
노량진로1-10,대방동 102-1,20200701,126.92835515181065,37.51305299618138
노량진로1-2,대방동 466-1,20200701,126.92583619444879,37.51249507149219
노량진로1-3,대방동 341-18,20200701,126.92619243703844,37.512544849851
노량진로1-4,대방동 117-7,20200701,126.92643839376094,37.51260018977836
노량진로1-5,대방동 117-7,20200702,126.92678609579953,37.51270965254172
노량진로1-6,대방동 101-30,20200701,126.9271055621658,37.51277742542431
노량진로1-7,대방동 106-3,20200701,126.92745755010261,37.51284296490995
노량진로1-8,대방동 106-3,20200701,126.92777982800875,37.512928757773814
노량진로1-9,대방동 102-1,20200701,126.92805406877255,37.512979606604624
노량진로10-1(신),본동 374-3,20200702,126.95013324179875,37.51258891837685
노량진로10-2(신),본동 369-2,20200702,126.95040753008238,37.51258903385569
노량진로10-3(신),본동 365,20181127,126.95081755160974,37.51258470027167
노량진로10-4(신),본동 365,20200702,126.95121343598754,37.51257810691583
노량진로10-5(신),본동 208-1,20200702,126.95163476826661,37.512573775166125
노량진로10-6(신),본동 344-10,20200702,126.95202500574146,37.51255366171604
노량진로11-1(신),본동 165-1,20200702,126.95228515964058,37.51254700956217
노량진로11-2(신),본동 149-6,20200702,126.95272345654197,37.51254493329105
노량진로11-3(신),본동 149-6,20200702,126.95308823289211,37.51254282621727
노량진로11-4(신),본동 344-10,20200702,126.95340776442151,37.5125429526891
노량진로11-5(신),본동 126-6,20200702,126.95376125768661,37.512495788878965
노량진로12-1(신),본동 258-49,20200702,126.95557325162374,37.51345605363645
노량진로12-10(신),본동 344-10,20200702,126.95289294234212,37.512826564788526
노량진로12-11(신),본동 344-10,20200702,126.95259885769133,37.51282869964847
노량진로12-2(신),본동 258-49,20200702,126.95551389700912,37.51340872858694
노량진로12-3(신),본동 258-49,20200702,126.95530470698257,37.51330278164438
노량진로12-4(신),본동 475-1,20200702,126.9548750435377,37.513048084639884
노량진로12-5(신),본동 258-1,20200702,126.95465735724851,37.512966910910684
노량진로12-6(신),본동 258-1,20200702,126.95423325846388,37.51286763690064
노량진로12-7(신),본동 258-1,20200702,126.95388546215618,37.512844976528015
노량진로12-8(신),본동 126-415,20200702,126.95359139001125,37.51282684127206
노량진로12-9(신),본동 344-10,20200702,126.95328599588755,37.5128267208886
노량진로13-1(신),본동 344-10,20200702,126.95192584363268,37.51285320526236
노량진로13-10(신),노량진동 152-3,20200702,126.94891696851877,37.513110980995336
노량진로13-11(신),노량진동 152-3,20200702,126.94856627541512,37.513189666661255
노량진로13-12(신),노량진동 152-3,20200702,126.94830608323235,37.5132481183366
노량진로13-13(신),노량진동 152-3,20200702,126.94804023047716,37.51331332447811
노량진로13-14(신),노량진동 159-3,20200702,126.94766409210064,37.51338298622635
노량진로13-15(신),노량진동 152-7,20181112,126.94737843933981,37.513454939631636
