년,관서,주소,구,죄종,발생검거,건수
2017,중부,서울시 중구 수표로 27,중구,살인,발생,0.0
2017,중부,서울시 중구 수표로 27,중구,살인,검거,0.0
2017,중부,서울시 중구 수표로 27,중구,강도,발생,6.0
2017,중부,서울시 중구 수표로 27,중구,강도,검거,6.0
2017,중부,서울시 중구 수표로 27,중구,강간,발생,173.0
2017,중부,서울시 중구 수표로 27,중구,강간,검거,87.0
2017,중부,서울시 중구 수표로 27,중구,절도,발생,1061.0
2017,중부,서울시 중구 수표로 27,중구,절도,검거,489.0
2017,중부,서울시 중구 수표로 27,중구,폭력,발생,1198.0
2017,중부,서울시 중구 수표로 27,중구,폭력,검거,1024.0
2017,종로,서울시 종로구 율곡로 46,종로구,살인,발생,5.0
2017,종로,서울시 종로구 율곡로 46,종로구,살인,검거,3.0
2017,종로,서울시 종로구 율곡로 46,종로구,강도,발생,5.0
2017,종로,서울시 종로구 율곡로 46,종로구,강도,검거,4.0
2017,종로,서울시 종로구 율곡로 46,종로구,강간,발생,131.0
2017,종로,서울시 종로구 율곡로 46,종로구,강간,검거,103.0
2017,종로,서울시 종로구 율곡로 46,종로구,절도,발생,910.0
2017,종로,서울시 종로구 율곡로 46,종로구,절도,검거,360.0
2017,종로,서울시 종로구 율곡로 46,종로구,폭력,발생,1220.0
2017,종로,서울시 종로구 율곡로 46,종로구,폭력,검거,1059.0
2017,남대문,서울시 중구 한강대로 410,중구,살인,발생,1.0
2017,남대문,서울시 중구 한강대로 410,중구,살인,검거,0.0
2017,남대문,서울시 중구 한강대로 410,중구,강도,발생,3.0
2017,남대문,서울시 중구 한강대로 410,중구,강도,검거,3.0
2017,남대문,서울시 중구 한강대로 410,중구,강간,발생,94.0
2017,남대문,서울시 중구 한강대로 410,중구,강간,검거,62.0
2017,남대문,서울시 중구 한강대로 410,중구,절도,발생,785.0
2017,남대문,서울시 중구 한강대로 410,중구,절도,검거,400.0
2017,남대문,서울시 중구 한강대로 410,중구,폭력,발생,863.0
2017,남대문,서울시 중구 한강대로 410,중구,폭력,검거,780.0
2017,서대문,서울 서대문구 통일로 113,서대문구,살인,발생,4.0
2017,서대문,서울 서대문구 통일로 113,서대문구,살인,검거,4.0
2017,서대문,서울 서대문구 통일로 113,서대문구,강도,발생,1.0
2017,서대문,서울 서대문구 통일로 113,서대문구,강도,검거,2.0
2017,서대문,서울 서대문구 통일로 113,서대문구,강간,발생,202.0
2017,서대문,서울 서대문구 통일로 113,서대문구,강간,검거,181.0
2017,서대문,서울 서대문구 통일로 113,서대문구,절도,발생,1230.0
2017,서대문,서울 서대문구 통일로 113,서대문구,절도,검거,719.0
2017,서대문,서울 서대문구 통일로 113,서대문구,폭력,발생,1676.0
2017,서대문,서울 서대문구 통일로 113,서대문구,폭력,검거,1393.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,살인,발생,2.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,살인,검거,2.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,강도,발생,5.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,강도,검거,4.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,강간,발생,122.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,강간,검거,70.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,절도,발생,734.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,절도,검거,298.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,폭력,발생,923.0
2017,혜화,서울시 종로구 창경궁로 112-16,종로구,폭력,검거,778.0
2017,용산,서울시 용산구 원효로89길 24,용산구,살인,발생,1.0
2017,용산,서울시 용산구 원효로89길 24,용산구,살인,검거,1.0
2017,용산,서울시 용산구 원효로89길 24,용산구,강도,발생,5.0
2017,용산,서울시 용산구 원효로89길 24,용산구,강도,검거,4.0
2017,용산,서울시 용산구 원효로89길 24,용산구,강간,발생,327.0
2017,용산,서울시 용산구 원효로89길 24,용산구,강간,검거,289.0
2017,용산,서울시 용산구 원효로89길 24,용산구,절도,발생,1346.0
2017,용산,서울시 용산구 원효로89길 24,용산구,절도,검거,626.0
2017,용산,서울시 용산구 원효로89길 24,용산구,폭력,발생,2381.0
2017,용산,서울시 용산구 원효로89길 24,용산구,폭력,검거,2016.0
2017,성북,서울 성북구 보문로 170,성북구,살인,발생,5.0
2017,성북,서울 성북구 보문로 170,성북구,살인,검거,5.0
2017,성북,서울 성북구 보문로 170,성북구,강도,발생,5.0
2017,성북,서울 성북구 보문로 170,성북구,강도,검거,5.0
2017,성북,서울 성북구 보문로 170,성북구,강간,발생,107.0
2017,성북,서울 성북구 보문로 170,성북구,강간,검거,72.0
2017,성북,서울 성북구 보문로 170,성북구,절도,발생,701.0
2017,성북,서울 성북구 보문로 170,성북구,절도,검거,332.0
2017,성북,서울 성북구 보문로 170,성북구,폭력,발생,1005.0
