년,관서,주소,구,죄종,연령,범죄자수
2011,중부,서울시 중구 수표로 27,중구,살인,14미만,0
2011,중부,서울시 중구 수표로 27,중구,살인,14세,0
2011,중부,서울시 중구 수표로 27,중구,살인,15세,0
2011,중부,서울시 중구 수표로 27,중구,살인,16세,0
2011,중부,서울시 중구 수표로 27,중구,살인,17세,0
2011,중부,서울시 중구 수표로 27,중구,살인,18세,0
2011,중부,서울시 중구 수표로 27,중구,살인,19세,0
2011,중부,서울시 중구 수표로 27,중구,살인,20세,0
2011,중부,서울시 중구 수표로 27,중구,살인,21~25,0
2011,중부,서울시 중구 수표로 27,중구,살인,26~30,0
2011,중부,서울시 중구 수표로 27,중구,살인,31~35,1
2011,중부,서울시 중구 수표로 27,중구,살인,36~40,0
2011,중부,서울시 중구 수표로 27,중구,살인,41~45,0
2011,중부,서울시 중구 수표로 27,중구,살인,46~50,2
2011,중부,서울시 중구 수표로 27,중구,살인,51~55,1
2011,중부,서울시 중구 수표로 27,중구,살인,56~60,0
2011,중부,서울시 중구 수표로 27,중구,살인,61~64,0
2011,중부,서울시 중구 수표로 27,중구,살인,65~70,0
2011,중부,서울시 중구 수표로 27,중구,살인,71이상,0
2011,중부,서울시 중구 수표로 27,중구,살인,미상,0
2011,중부,서울시 중구 수표로 27,중구,폭력,14미만,0
2011,중부,서울시 중구 수표로 27,중구,폭력,14세,6
2011,중부,서울시 중구 수표로 27,중구,폭력,15세,16
2011,중부,서울시 중구 수표로 27,중구,폭력,16세,14
2011,중부,서울시 중구 수표로 27,중구,폭력,17세,28
2011,중부,서울시 중구 수표로 27,중구,폭력,18세,23
2011,중부,서울시 중구 수표로 27,중구,폭력,19세,17
2011,중부,서울시 중구 수표로 27,중구,폭력,20세,23
2011,중부,서울시 중구 수표로 27,중구,폭력,21~25,192
2011,중부,서울시 중구 수표로 27,중구,폭력,26~30,267
2011,중부,서울시 중구 수표로 27,중구,폭력,31~35,222
2011,중부,서울시 중구 수표로 27,중구,폭력,36~40,249
2011,중부,서울시 중구 수표로 27,중구,폭력,41~45,324
2011,중부,서울시 중구 수표로 27,중구,폭력,46~50,299
2011,중부,서울시 중구 수표로 27,중구,폭력,51~55,267
2011,중부,서울시 중구 수표로 27,중구,폭력,56~60,140
2011,중부,서울시 중구 수표로 27,중구,폭력,61~64,68
2011,중부,서울시 중구 수표로 27,중구,폭력,65~70,69
2011,중부,서울시 중구 수표로 27,중구,폭력,71이상,48
2011,중부,서울시 중구 수표로 27,중구,폭력,미상,30
2011,종로,서울시 종로구 율곡로 46,종로구,살인,14미만,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,14세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,15세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,16세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,17세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,18세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,19세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,20세,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,21~25,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,26~30,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,31~35,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,36~40,1
2011,종로,서울시 종로구 율곡로 46,종로구,살인,41~45,1
2011,종로,서울시 종로구 율곡로 46,종로구,살인,46~50,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,51~55,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,56~60,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,61~64,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,65~70,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,71이상,0
2011,종로,서울시 종로구 율곡로 46,종로구,살인,미상,0
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,14미만,0
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,14세,1
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,15세,9
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,16세,3
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,17세,4
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,18세,16
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,19세,12
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,20세,14
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,21~25,108
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,26~30,226
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,31~35,194
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,36~40,191
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,41~45,216
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,46~50,205
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,51~55,188
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,56~60,140
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,61~64,71
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,65~70,57
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,71이상,33
2011,종로,서울시 종로구 율곡로 46,종로구,폭력,미상,5
2011,남대문,서울시 중구 한강대로 410,중구,살인,14미만,0
2011,남대문,서울시 중구 한강대로 410,중구,살인,14세,0
2011,남대문,서울시 중구 한강대로 410,중구,살인,15세,0
2011,남대문,서울시 중구 한강대로 410,중구,살인,16세,0
2011,남대문,서울시 중구 한강대로 410,중구,살인,17세,0
2011,남대문,서울시 중구 한강대로 410,중구,살인,18세,0
